TRADEDATE,close,ret,date_raw,key_rate,inflation,inflation_target
2020-12-08,3179.61,-0.0048418192971693,12.202,4.25,4.9,4.0
2020-12-09,3211.66,0.0100798525605341,12.202,4.25,4.9,4.0
2020-12-10,3258.31,0.0145251988068475,12.202,4.25,4.9,4.0
2020-12-11,3276.58,0.0056072012791907,12.202,4.25,4.9,4.0
2020-12-14,3254.83,-0.0066380189099609,12.202,4.25,4.9,4.0
2020-12-15,3248.11,-0.0020646239588549,12.202,4.25,4.9,4.0
2020-12-16,3269.95,0.0067239102124003,12.202,4.25,4.9,4.0
2020-12-17,3282.67,0.0038899677365098,12.202,4.25,4.9,4.0
2020-12-18,3273.75,-0.0027173002464457,12.202,4.25,4.9,4.0
2020-12-21,3186.38,-0.0266880488736158,12.202,4.25,4.9,4.0
2020-12-22,3236.46,0.0157168950344905,12.202,4.25,4.9,4.0
2020-12-23,3252.1,0.0048324403823931,12.202,4.25,4.9,4.0
2020-12-24,3236.88,-0.0046800528889024,12.202,4.25,4.9,4.0
2020-12-25,3246.35,0.0029256568053186,12.202,4.25,4.9,4.0
2020-12-28,3258.95,0.0038812820552311,12.202,4.25,4.9,4.0
2020-12-29,3274.67,0.004823639515795,12.202,4.25,4.9,4.0
2020-12-30,3289.02,0.004382120946538,12.202,4.25,4.9,4.0
2021-01-04,3350.51,0.0186955384886684,1.2021,4.25,5.2,4.0
2021-01-05,3359.15,0.0025787118975917,1.2021,4.25,5.2,4.0
2021-01-06,3371.03,0.0035366089635771,1.2021,4.25,5.2,4.0
2021-01-08,3454.82,0.0248559045751595,1.2021,4.25,5.2,4.0
2021-01-11,3482.48,0.0080062058225898,1.2021,4.25,5.2,4.0
2021-01-12,3471.65,-0.0031098527486158,1.2021,4.25,5.2,4.0
2021-01-13,3470.26,-0.00040038598361,1.2021,4.25,5.2,4.0
2021-01-14,3490.85,0.005933273011244,1.2021,4.25,5.2,4.0
2021-01-15,3450.95,-0.0114298809745477,1.2021,4.25,5.2,4.0
2021-01-18,3471.92,0.0060765876063113,1.2021,4.25,5.2,4.0
2021-01-19,3443.23,-0.0082634392497523,1.2021,4.25,5.2,4.0
2021-01-20,3466.8,0.0068453167520032,1.2021,4.25,5.2,4.0
2021-01-21,3422.67,-0.0127293181031499,1.2021,4.25,5.2,4.0
2021-01-22,3382.92,-0.0116137401502336,1.2021,4.25,5.2,4.0
2021-01-25,3397.48,0.0043039740815626,1.2021,4.25,5.2,4.0
2021-01-26,3390.76,-0.0019779365882948,1.2021,4.25,5.2,4.0
2021-01-27,3343.62,-0.0139024879378075,1.2021,4.25,5.2,4.0
2021-01-28,3342.01,-0.0004815140476488,1.2021,4.25,5.2,4.0
2021-01-29,3277.08,-0.0194284278024303,1.2021,4.25,5.2,4.0
2021-02-01,3291.14,0.0042904048726304,2.2021,4.25,5.7,4.0
2021-02-02,3360.25,0.02099880284643,2.2021,4.25,5.7,4.0
2021-02-03,3343.46,-0.0049966520348188,2.2021,4.25,5.7,4.0
2021-02-04,3372.0,0.0085360674271561,2.2021,4.25,5.7,4.0
2021-02-05,3392.73,0.0061476868327401,2.2021,4.25,5.7,4.0
2021-02-08,3445.9,0.0156717451727665,2.2021,4.25,5.7,4.0
2021-02-09,3426.86,-0.0055254070054266,2.2021,4.25,5.7,4.0
2021-02-10,3399.66,-0.0079372953666039,2.2021,4.25,5.7,4.0
2021-02-11,3414.32,0.004312195925475,2.2021,4.25,5.7,4.0
2021-02-12,3427.08,0.0037372009653457,2.2021,4.25,5.7,4.0
2021-02-15,3481.9,0.0159961249810334,2.2021,4.25,5.7,4.0
2021-02-16,3495.26,0.0038369855538642,2.2021,4.25,5.7,4.0
2021-02-17,3436.8,-0.0167255082597574,2.2021,4.25,5.7,4.0
2021-02-18,3400.17,-0.0106581703910615,2.2021,4.25,5.7,4.0
2021-02-19,3457.68,0.0169138601893434,2.2021,4.25,5.7,4.0
2021-02-20,3446.32,-0.0032854399481732,2.2021,4.25,5.7,4.0
2021-02-22,3433.93,-0.0035951391629333,2.2021,4.25,5.7,4.0
2021-02-24,3385.48,-0.0141091984985133,2.2021,4.25,5.7,4.0
2021-02-25,3409.76,0.0071718042936304,2.2021,4.25,5.7,4.0
2021-02-26,3346.64,-0.0185115667964901,2.2021,4.25,5.7,4.0
2021-03-01,3386.16,0.0118088590347333,3.2021,4.5,5.8,4.0
2021-03-02,3410.1,0.0070699553476505,3.2021,4.5,5.8,4.0
2021-03-03,3416.04,0.001741884402217,3.2021,4.5,5.8,4.0
2021-03-04,3397.56,-0.0054097727192889,3.2021,4.5,5.8,4.0
2021-03-05,3414.13,0.0048770293975677,3.2021,4.5,5.8,4.0
2021-03-09,3478.72,0.0189184360290908,3.2021,4.5,5.8,4.0
2021-03-10,3463.06,-0.0045016557814367,3.2021,4.5,5.8,4.0
2021-03-11,3508.51,0.0131242311712762,3.2021,4.5,5.8,4.0
2021-03-12,3539.5,0.0088328093692193,3.2021,4.5,5.8,4.0
2021-03-15,3584.49,0.0127108348636812,3.2021,4.5,5.8,4.0
2021-03-16,3589.83,0.0014897516801553,3.2021,4.5,5.8,4.0
2021-03-17,3507.91,-0.022820022118039,3.2021,4.5,5.8,4.0
2021-03-18,3504.85,-0.0008723142840038,3.2021,4.5,5.8,4.0
2021-03-19,3475.26,-0.0084425867012852,3.2021,4.5,5.8,4.0
2021-03-22,3489.07,0.0039738033988823,3.2021,4.5,5.8,4.0
2021-03-23,3467.21,-0.006265279859676,3.2021,4.5,5.8,4.0
2021-03-24,3485.33,0.0052261039856253,3.2021,4.5,5.8,4.0
2021-03-25,3439.3,-0.013206783862647,3.2021,4.5,5.8,4.0
2021-03-26,3489.83,0.0146919431279619,3.2021,4.5,5.8,4.0
2021-03-29,3529.33,0.0113186029118896,3.2021,4.5,5.8,4.0
2021-03-30,3525.23,-0.0011616935792345,3.2021,4.5,5.8,4.0
2021-03-31,3541.72,0.0046777089721805,3.2021,4.5,5.8,4.0
2021-04-01,3527.54,-0.004003704414804,4.2021,5.0,5.5,4.0
2021-04-02,3558.22,0.0086972791236952,4.2021,5.0,5.5,4.0
2021-04-05,3524.93,-0.0093558014962537,4.2021,5.0,5.5,4.0
2021-04-06,3493.89,-0.0088058486267812,4.2021,5.0,5.5,4.0
2021-04-07,3500.34,0.0018460798708603,4.2021,5.0,5.5,4.0
2021-04-08,3507.83,0.0021397921344783,4.2021,5.0,5.5,4.0
2021-04-09,3486.03,-0.0062146683277124,4.2021,5.0,5.5,4.0
2021-04-12,3522.65,0.0105047862468194,4.2021,5.0,5.5,4.0
2021-04-13,3526.3,0.0010361517607482,4.2021,5.0,5.5,4.0
2021-04-14,3576.89,0.0143464821484273,4.2021,5.0,5.5,4.0
2021-04-15,3568.51,-0.0023428173636873,4.2021,5.0,5.5,4.0
2021-04-16,3598.44,0.008387254064021,4.2021,5.0,5.5,4.0
2021-04-19,3574.08,-0.0067696001600694,4.2021,5.0,5.5,4.0
2021-04-20,3552.41,-0.0060630987554839,4.2021,5.0,5.5,4.0
2021-04-21,3561.72,0.0026207560501181,4.2021,5.0,5.5,4.0
2021-04-22,3600.35,0.0108458834495692,4.2021,5.0,5.5,4.0
2021-04-23,3597.17,-0.0008832474620522,4.2021,5.0,5.5,4.0
2021-04-26,3610.98,0.0038391290931483,4.2021,5.0,5.5,4.0
2021-04-27,3600.6,-0.002874565907316,4.2021,5.0,5.5,4.0
2021-04-28,3578.12,-0.0062434038771316,4.2021,5.0,5.5,4.0
2021-04-29,3571.05,-0.0019758979575865,4.2021,5.0,5.5,4.0
2021-04-30,3544.0,-0.0075748029291105,4.2021,5.0,5.5,4.0
2021-05-04,3577.21,0.0093707674943566,5.2021,5.0,6.0,4.0
2021-05-05,3643.56,0.0185479745388166,5.2021,5.0,6.0,4.0
2021-05-06,3658.27,0.0040372602619416,5.2021,5.0,6.0,4.0
2021-05-07,3682.69,0.0066752864058694,5.2021,5.0,6.0,4.0
2021-05-10,3694.78,0.0032829263391704,5.2021,5.0,6.0,4.0
2021-05-11,3652.05,-0.0115649646257692,5.2021,5.0,6.0,4.0
2021-05-12,3654.14,0.0005722813214494,5.2021,5.0,6.0,4.0
2021-05-13,3637.38,-0.0045865785109491,5.2021,5.0,6.0,4.0
2021-05-14,3637.6,6.048309497486137e-05,5.2021,5.0,6.0,4.0
2021-05-17,3639.61,0.0005525621288762,5.2021,5.0,6.0,4.0
2021-05-18,3687.96,0.0132843903605055,5.2021,5.0,6.0,4.0
2021-05-19,3634.76,-0.0144253191466284,5.2021,5.0,6.0,4.0
2021-05-20,3636.16,0.0003851698599082,5.2021,5.0,6.0,4.0
2021-05-21,3660.48,0.0066883745489747,5.2021,5.0,6.0,4.0
2021-05-24,3662.51,0.0005545720779789,5.2021,5.0,6.0,4.0
2021-05-25,3686.76,0.006621142331352,5.2021,5.0,6.0,4.0
2021-05-26,3711.05,0.0065884407989671,5.2021,5.0,6.0,4.0
2021-05-27,3738.68,0.0074453321836136,5.2021,5.0,6.0,4.0
2021-05-28,3730.55,-0.0021745642847207,5.2021,5.0,6.0,4.0
2021-05-31,3721.63,-0.0023910683411293,5.2021,5.0,6.0,4.0
2021-06-01,3764.59,0.0115433291326649,6.2021,5.5,6.5,4.0
2021-06-02,3817.68,0.0141024653415111,6.2021,5.5,6.5,4.0
2021-06-03,3805.45,-0.0032035162716623,6.2021,5.5,6.5,4.0
2021-06-04,3807.43,0.0005203064026593,6.2021,5.5,6.5,4.0
2021-06-07,3822.21,0.0038818835802627,6.2021,5.5,6.5,4.0
2021-06-08,3807.43,-0.0038668728301166,6.2021,5.5,6.5,4.0
2021-06-09,3843.28,0.0094158001591626,6.2021,5.5,6.5,4.0
2021-06-10,3827.71,-0.0040512270768718,6.2021,5.5,6.5,4.0
2021-06-11,3841.53,0.0036105138581554,6.2021,5.5,6.5,4.0
2021-06-14,3860.18,0.0048548364844214,6.2021,5.5,6.5,4.0
2021-06-15,3822.4,-0.0097871083731846,6.2021,5.5,6.5,4.0
2021-06-16,3829.67,0.0019019464210967,6.2021,5.5,6.5,4.0
2021-06-17,3819.07,-0.0027678625051243,6.2021,5.5,6.5,4.0
2021-06-18,3802.95,-0.0042209228948409,6.2021,5.5,6.5,4.0
2021-06-21,3813.45,0.0027610144756045,6.2021,5.5,6.5,4.0
2021-06-22,3821.68,0.0021581507558772,6.2021,5.5,6.5,4.0
2021-06-23,3837.15,0.0040479579661301,6.2021,5.5,6.5,4.0
2021-06-24,3823.44,-0.0035729643094484,6.2021,5.5,6.5,4.0
2021-06-25,3831.84,0.0021969744523255,6.2021,5.5,6.5,4.0
2021-06-28,3825.57,-0.0016362896154328,6.2021,5.5,6.5,4.0
2021-06-29,3790.85,-0.0090757717150647,6.2021,5.5,6.5,4.0
2021-06-30,3841.85,0.013453447116082,6.2021,5.5,6.5,4.0
2021-07-01,3858.32,0.0042869971498107,7.2021,6.5,6.5,4.0
2021-07-02,3865.42,0.0018401791453275,7.2021,6.5,6.5,4.0
2021-07-05,3882.59,0.0044419493871299,7.2021,6.5,6.5,4.0
2021-07-06,3884.3,0.000440427652675,7.2021,6.5,6.5,4.0
2021-07-07,3895.1,0.0027804237571762,7.2021,6.5,6.5,4.0
2021-07-08,3861.08,-0.008734050473672,7.2021,6.5,6.5,4.0
2021-07-09,3855.31,-0.0014944005304214,7.2021,6.5,6.5,4.0
2021-07-12,3875.61,0.0052654650339403,7.2021,6.5,6.5,4.0
2021-07-13,3877.03,0.0003663939354063,7.2021,6.5,6.5,4.0
2021-07-14,3832.85,-0.0113953206449267,7.2021,6.5,6.5,4.0
2021-07-15,3799.97,-0.0085784729378921,7.2021,6.5,6.5,4.0
2021-07-16,3770.15,-0.0078474303744502,7.2021,6.5,6.5,4.0
2021-07-19,3693.42,-0.0203519753855947,7.2021,6.5,6.5,4.0
2021-07-20,3704.4,0.0029728544276037,7.2021,6.5,6.5,4.0
2021-07-21,3722.96,0.0050102580714825,7.2021,6.5,6.5,4.0
2021-07-22,3754.44,0.008455637449771,7.2021,6.5,6.5,4.0
2021-07-23,3734.54,-0.0053003910037182,7.2021,6.5,6.5,4.0
2021-07-26,3750.1,0.0041665104671526,7.2021,6.5,6.5,4.0
2021-07-27,3733.1,-0.004533212447668,7.2021,6.5,6.5,4.0
2021-07-28,3782.28,0.0131740376630682,7.2021,6.5,6.5,4.0
2021-07-29,3804.33,0.0058298169358164,7.2021,6.5,6.5,4.0
2021-07-30,3771.58,-0.0086086117660665,7.2021,6.5,6.5,4.0
2021-08-02,3788.1,0.0043801271615608,8.2021,6.5,6.68,4.0
2021-08-03,3793.69,0.0014756738206489,8.2021,6.5,6.68,4.0
2021-08-04,3810.62,0.0044626735447546,8.2021,6.5,6.68,4.0
2021-08-05,3833.75,0.0060698783924926,8.2021,6.5,6.68,4.0
2021-08-06,3805.36,-0.0074052820345614,8.2021,6.5,6.68,4.0
2021-08-09,3835.11,0.0078179199865453,8.2021,6.5,6.68,4.0
2021-08-10,3862.32,0.0070949725040481,8.2021,6.5,6.68,4.0
2021-08-11,3877.37,0.0038966217195881,8.2021,6.5,6.68,4.0
2021-08-12,3888.86,0.0029633488679181,8.2021,6.5,6.68,4.0
2021-08-13,3873.0,-0.0040783160103475,8.2021,6.5,6.68,4.0
2021-08-16,3895.31,0.0057603924606248,8.2021,6.5,6.68,4.0
2021-08-17,3943.01,0.0122454952237434,8.2021,6.5,6.68,4.0
2021-08-18,3925.17,-0.0045244622762813,8.2021,6.5,6.68,4.0
2021-08-19,3853.98,-0.0181367940751611,8.2021,6.5,6.68,4.0
2021-08-20,3832.7,-0.0055215647201075,8.2021,6.5,6.68,4.0
2021-08-23,3883.01,0.0131265165549092,8.2021,6.5,6.68,4.0
2021-08-24,3888.87,0.0015091385291305,8.2021,6.5,6.68,4.0
2021-08-25,3886.64,-0.0005734313566665,8.2021,6.5,6.68,4.0
2021-08-26,3851.57,-0.009023217998065,8.2021,6.5,6.68,4.0
2021-08-27,3887.38,0.0092975072502901,8.2021,6.5,6.68,4.0
2021-08-30,3928.5,0.0105778184792841,8.2021,6.5,6.68,4.0
2021-08-31,3918.96,-0.0024284077892324,8.2021,6.5,6.68,4.0
2021-09-01,3971.02,0.0132841366076714,9.2021,6.75,7.4,4.0
2021-09-02,3990.77,0.0049735332483844,9.2021,6.75,7.4,4.0
2021-09-03,4001.7,0.0027388198267501,9.2021,6.75,7.4,4.0
2021-09-06,4028.25,0.0066346802608892,9.2021,6.75,7.4,4.0
2021-09-07,4010.16,-0.0044907838391361,9.2021,6.75,7.4,4.0
2021-09-08,4017.37,0.0017979332495461,9.2021,6.75,7.4,4.0
2021-09-09,3993.56,-0.0059267630315354,9.2021,6.75,7.4,4.0
2021-09-10,4002.66,0.002278668656537,9.2021,6.75,7.4,4.0
2021-09-13,4041.16,0.009618603628587,9.2021,6.75,7.4,4.0
2021-09-14,4055.7,0.0035979768185372,9.2021,6.75,7.4,4.0
2021-09-15,4065.53,0.0024237492911212,9.2021,6.75,7.4,4.0
2021-09-16,4045.1,-0.0050251750694252,9.2021,6.75,7.4,4.0
2021-09-17,4035.17,-0.0024548218832661,9.2021,6.75,7.4,4.0
2021-09-20,3969.61,-0.0162471469603511,9.2021,6.75,7.4,4.0
2021-09-21,3970.48,0.0002191651068996,9.2021,6.75,7.4,4.0
2021-09-22,4030.98,0.0152374523987024,9.2021,6.75,7.4,4.0
2021-09-23,4052.14,0.0052493438320209,9.2021,6.75,7.4,4.0
2021-09-24,4038.23,-0.0034327540509458,9.2021,6.75,7.4,4.0
2021-09-27,4081.22,0.0106457532136603,9.2021,6.75,7.4,4.0
2021-09-28,4065.46,-0.00386159040679,9.2021,6.75,7.4,4.0
2021-09-29,4058.37,-0.0017439600930768,9.2021,6.75,7.4,4.0
2021-09-30,4103.52,0.0111251561587535,9.2021,6.75,7.4,4.0
2021-10-01,4086.99,-0.0040282489180022,10.2021,7.5,8.13,4.0
2021-10-04,4112.72,0.0062955867276408,10.2021,7.5,8.13,4.0
2021-10-05,4223.85,0.0270210468984031,10.2021,7.5,8.13,4.0
2021-10-06,4171.71,-0.0123441883589616,10.2021,7.5,8.13,4.0
2021-10-07,4228.02,0.0134980619458209,10.2021,7.5,8.13,4.0
2021-10-08,4238.0,0.0023604429496548,10.2021,7.5,8.13,4.0
2021-10-11,4279.87,0.0098796602170834,10.2021,7.5,8.13,4.0
2021-10-12,4263.8,-0.0037547869444631,10.2021,7.5,8.13,4.0
2021-10-13,4243.92,-0.0046625076223087,10.2021,7.5,8.13,4.0
2021-10-14,4259.13,0.0035839506871007,10.2021,7.5,8.13,4.0
2021-10-15,4261.82,0.0006315843846043,10.2021,7.5,8.13,4.0
2021-10-18,4248.33,-0.0031653143492685,10.2021,7.5,8.13,4.0
2021-10-19,4276.26,0.0065743480379349,10.2021,7.5,8.13,4.0
2021-10-20,4287.52,0.0026331420446839,10.2021,7.5,8.13,4.0
2021-10-21,4218.63,-0.0160675635332313,10.2021,7.5,8.13,4.0
2021-10-22,4196.96,-0.0051367387042713,10.2021,7.5,8.13,4.0
2021-10-25,4254.98,0.0138242918683999,10.2021,7.5,8.13,4.0
2021-10-26,4235.87,-0.0044912079492734,10.2021,7.5,8.13,4.0
2021-10-27,4229.53,-0.0014967409292542,10.2021,7.5,8.13,4.0
2021-10-28,4189.66,-0.0094265793125949,10.2021,7.5,8.13,4.0
2021-10-29,4150.0,-0.0094661619319944,10.2021,7.5,8.13,4.0
2021-11-01,4221.49,0.0172265060240963,11.2021,7.5,8.4,4.0
2021-11-02,4207.53,-0.0033068892736924,11.2021,7.5,8.4,4.0
2021-11-03,4184.87,-0.0053855825151573,11.2021,7.5,8.4,4.0
2021-11-05,4174.76,-0.0024158456535088,11.2021,7.5,8.4,4.0
2021-11-08,4218.27,0.0104221560041775,11.2021,7.5,8.4,4.0
2021-11-09,4187.33,-0.0073347604586715,11.2021,7.5,8.4,4.0
2021-11-10,4172.47,-0.0035488007871363,11.2021,7.5,8.4,4.0
2021-11-11,4189.35,0.0040455653365991,11.2021,7.5,8.4,4.0
2021-11-12,4121.66,-0.0161576378197095,11.2021,7.5,8.4,4.0
2021-11-15,4135.14,0.0032705269236181,11.2021,7.5,8.4,4.0
2021-11-16,4120.02,-0.0036564662865101,11.2021,7.5,8.4,4.0
2021-11-17,4149.02,0.0070388007825203,11.2021,7.5,8.4,4.0
2021-11-18,4093.85,-0.0132971159454523,11.2021,7.5,8.4,4.0
2021-11-19,4016.47,-0.0189015230162317,11.2021,7.5,8.4,4.0
2021-11-22,3872.77,-0.035777685380446,11.2021,7.5,8.4,4.0
2021-11-23,3960.33,0.0226091402277957,11.2021,7.5,8.4,4.0
2021-11-24,3950.56,-0.0024669661366603,11.2021,7.5,8.4,4.0
2021-11-25,3947.82,-0.000693572556802,11.2021,7.5,8.4,4.0
2021-11-26,3810.98,-0.0346621679813162,11.2021,7.5,8.4,4.0
2021-11-29,3879.54,0.017990123275378,11.2021,7.5,8.4,4.0
2021-11-30,3890.59,0.0028482758265155,11.2021,7.5,8.4,4.0
2021-12-01,3959.29,0.0176579901762972,12.2021,8.5,8.39,4.0
2021-12-02,3947.54,-0.0029677038054802,12.2021,8.5,8.39,4.0
2021-12-03,3913.06,-0.0087345536714004,12.2021,8.5,8.39,4.0
2021-12-06,3810.1,-0.0263118889053579,12.2021,8.5,8.39,4.0
2021-12-07,3873.2,0.0165612451116767,12.2021,8.5,8.39,4.0
2021-12-08,3773.61,-0.0257125890736341,12.2021,8.5,8.39,4.0
2021-12-09,3813.29,0.0105151300743848,12.2021,8.5,8.39,4.0
2021-12-10,3760.23,-0.0139144937835832,12.2021,8.5,8.39,4.0
2021-12-13,3618.31,-0.0377423721421296,12.2021,8.5,8.39,4.0
2021-12-14,3619.39,0.0002984818879532,12.2021,8.5,8.39,4.0
2021-12-15,3621.82,0.0006713838519751,12.2021,8.5,8.39,4.0
2021-12-16,3750.36,0.0354904440309016,12.2021,8.5,8.39,4.0
2021-12-17,3723.27,-0.00722330656257,12.2021,8.5,8.39,4.0
2021-12-20,3669.05,-0.0145624679381296,12.2021,8.5,8.39,4.0
2021-12-21,3693.02,0.0065330262602034,12.2021,8.5,8.39,4.0
2021-12-22,3746.75,0.0145490682422515,12.2021,8.5,8.39,4.0
2021-12-23,3704.6,-0.0112497497831454,12.2021,8.5,8.39,4.0
2021-12-24,3702.72,-0.0005074771905199,12.2021,8.5,8.39,4.0
2021-12-27,3740.63,0.0102384193241726,12.2021,8.5,8.39,4.0
2021-12-28,3777.56,0.0098726685077112,12.2021,8.5,8.39,4.0
2021-12-29,3741.07,-0.0096596744988828,12.2021,8.5,8.39,4.0
2021-12-30,3787.26,0.0123467350250061,12.2021,8.5,8.39,4.0
2022-01-03,3852.5,0.0172261740677956,1.2022,8.5,8.73,4.0
2022-01-04,3873.49,0.0054484101232965,1.2022,8.5,8.73,4.0
2022-01-05,3815.05,-0.0150871694518378,1.2022,8.5,8.73,4.0
2022-01-06,3753.29,-0.016188516533204,1.2022,8.5,8.73,4.0
2022-01-07,3772.04,0.0049956171785288,1.2022,8.5,8.73,4.0
2022-01-10,3738.68,-0.0088440207420918,1.2022,8.5,8.73,4.0
2022-01-11,3785.29,0.0124669669509025,1.2022,8.5,8.73,4.0
2022-01-12,3829.95,0.0117983034324977,1.2022,8.5,8.73,4.0
2022-01-13,3674.73,-0.0405279442290368,1.2022,8.5,8.73,4.0
2022-01-14,3596.98,-0.0211580170515929,1.2022,8.5,8.73,4.0
2022-01-17,3560.35,-0.0101835428609555,1.2022,8.5,8.73,4.0
2022-01-18,3328.94,-0.064996418891401,1.2022,8.5,8.73,4.0
2022-01-19,3436.82,0.0324067120464772,1.2022,8.5,8.73,4.0
2022-01-20,3516.02,0.0230445586326895,1.2022,8.5,8.73,4.0
2022-01-21,3439.25,-0.0218343467898362,1.2022,8.5,8.73,4.0
2022-01-24,3235.28,-0.0593065348549828,1.2022,8.5,8.73,4.0
2022-01-25,3258.74,0.007251304369328,1.2022,8.5,8.73,4.0
2022-01-26,3357.66,0.0303552906951767,1.2022,8.5,8.73,4.0
2022-01-27,3455.93,0.0292674064675995,1.2022,8.5,8.73,4.0
2022-01-28,3488.6,0.009453316473424,1.2022,8.5,8.73,4.0
2022-01-31,3530.38,0.011976150891475,1.2022,8.5,8.73,4.0
2022-02-01,3548.17,0.0050391176020712,2.2022,20.0,9.15,4.0
2022-02-02,3543.8,-0.0012316208073457,2.2022,20.0,9.15,4.0
2022-02-03,3471.18,-0.0204921270952086,2.2022,20.0,9.15,4.0
2022-02-04,3471.01,-4.897470024589623e-05,2.2022,20.0,9.15,4.0
2022-02-07,3470.78,-6.6263133785327e-05,2.2022,20.0,9.15,4.0
2022-02-08,3551.65,0.0233002379868501,2.2022,20.0,9.15,4.0
2022-02-09,3638.93,0.0245744935452536,2.2022,20.0,9.15,4.0
2022-02-10,3655.76,0.0046249859161897,2.2022,20.0,9.15,4.0
2022-02-11,3546.62,-0.029854257391076,2.2022,20.0,9.15,4.0
2022-02-14,3481.38,-0.018394978881301,2.2022,20.0,9.15,4.0
2022-02-15,3600.29,0.0341559956109358,2.2022,20.0,9.15,4.0
2022-02-16,3646.41,0.0128100791880654,2.2022,20.0,9.15,4.0
2022-02-17,3511.08,-0.0371132154639768,2.2022,20.0,9.15,4.0
2022-02-18,3393.31,-0.0335423858186084,2.2022,20.0,9.15,4.0
2022-02-21,3036.88,-0.1050390326849005,2.2022,20.0,9.15,4.0
2022-02-22,3084.74,0.0157595953741997,2.2022,20.0,9.15,4.0
2022-02-24,2058.12,-0.3328060063408909,2.2022,20.0,9.15,4.0
2022-02-25,2470.48,0.2003576079140188,2.2022,20.0,9.15,4.0
2022-03-24,2578.51,0.043728344289369,3.2022,20.0,16.69,4.0
2022-03-25,2484.13,-0.0366025340215862,3.2022,20.0,16.69,4.0
2022-03-28,2430.7,-0.0215085361877197,3.2022,20.0,16.69,4.0
2022-03-29,2408.49,-0.0091372855556013,3.2022,20.0,16.69,4.0
2022-03-30,2513.03,0.0434047888926258,3.2022,20.0,16.69,4.0
2022-03-31,2703.51,0.0757969463158021,3.2022,20.0,16.69,4.0
2022-04-01,2759.64,0.0207618984209414,4.2022,17.0,17.83,4.0
2022-04-04,2787.69,0.0101643692655564,4.2022,17.0,17.83,4.0
2022-04-05,2662.79,-0.0448041209747138,4.2022,17.0,17.83,4.0
2022-04-06,2611.43,-0.0192880399881327,4.2022,17.0,17.83,4.0
2022-04-07,2635.39,0.0091750496854214,4.2022,17.0,17.83,4.0
2022-04-08,2592.72,-0.0161911519737116,4.2022,17.0,17.83,4.0
2022-04-11,2557.16,-0.0137153259896941,4.2022,17.0,17.83,4.0
2022-04-12,2540.99,-0.0063234212954996,4.2022,17.0,17.83,4.0
2022-04-13,2528.42,-0.0049468907787908,4.2022,17.0,17.83,4.0
2022-04-14,2404.73,-0.0489198788176015,4.2022,17.0,17.83,4.0
2022-04-15,2424.99,0.0084250622731032,4.2022,17.0,17.83,4.0
2022-04-18,2342.63,-0.0339630266516561,4.2022,17.0,17.83,4.0
2022-04-19,2317.46,-0.0107443343592458,4.2022,17.0,17.83,4.0
2022-04-20,2330.73,0.0057260966748078,4.2022,17.0,17.83,4.0
2022-04-21,2271.05,-0.0256057115152762,4.2022,17.0,17.83,4.0
2022-04-22,2232.23,-0.0170934149402259,4.2022,17.0,17.83,4.0
2022-04-25,2186.22,-0.0206116753201955,4.2022,17.0,17.83,4.0
2022-04-26,2318.46,0.0604879655295442,4.2022,17.0,17.83,4.0
2022-04-27,2424.28,0.0456423660533285,4.2022,17.0,17.83,4.0
2022-04-28,2383.66,-0.0167554902899006,4.2022,17.0,17.83,4.0
2022-04-29,2445.17,0.0258048547192133,4.2022,17.0,17.83,4.0
2022-05-04,2373.16,-0.0294498950993183,5.2022,11.0,17.1,4.0
2022-05-05,2404.8,0.0133324343912759,5.2022,11.0,17.1,4.0
2022-05-06,2393.03,-0.004894377910845,5.2022,11.0,17.1,4.0
2022-05-11,2387.14,-0.0024613147348759,5.2022,11.0,17.1,4.0
2022-05-12,2297.89,-0.0373878364905284,5.2022,11.0,17.1,4.0
2022-05-13,2307.5,0.0041820974894359,5.2022,11.0,17.1,4.0
2022-05-16,2364.6,0.0247453954496208,5.2022,11.0,17.1,4.0
2022-05-17,2424.1,0.0251628182356424,5.2022,11.0,17.1,4.0
2022-05-18,2445.3,0.0087455137989358,5.2022,11.0,17.1,4.0
2022-05-19,2436.57,-0.0035701140964299,5.2022,11.0,17.1,4.0
2022-05-20,2373.26,-0.025983246941397,5.2022,11.0,17.1,4.0
2022-05-23,2301.85,-0.030089412875117,5.2022,11.0,17.1,4.0
2022-05-24,2293.62,-0.0035753850163998,5.2022,11.0,17.1,4.0
2022-05-25,2340.18,0.0202997881078819,5.2022,11.0,17.1,4.0
2022-05-26,2413.06,0.0311429035373347,5.2022,11.0,17.1,4.0
2022-05-27,2407.59,-0.0022668313261998,5.2022,11.0,17.1,4.0
2022-05-30,2400.39,-0.0029905424096297,5.2022,11.0,17.1,4.0
2022-05-31,2355.75,-0.0185969779910764,5.2022,11.0,17.1,4.0
2022-06-01,2374.6,0.0080016979730446,6.2022,9.5,15.9,4.0
2022-06-02,2340.17,-0.0144992840899519,6.2022,9.5,15.9,4.0
2022-06-03,2308.03,-0.0137340449625453,6.2022,9.5,15.9,4.0
2022-06-06,2282.16,-0.0112086931279057,6.2022,9.5,15.9,4.0
2022-06-07,2291.62,0.0041451957794369,6.2022,9.5,15.9,4.0
2022-06-08,2318.85,0.011882423787539,6.2022,9.5,15.9,4.0
2022-06-09,2293.99,-0.0107208314466222,6.2022,9.5,15.9,4.0
2022-06-10,2285.52,-0.0036922567230022,6.2022,9.5,15.9,4.0
